微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HhbJxAdDE,郑投网,男,河南,150,10019,郑投网:#郑投早报# 最新资讯须知，带有最新鲜、最有价值的营养，来看今天的内容：【今日郑州市小雪转多云。-4-3℃，东南风2级，空气良好。道路结冰影响交通，请投友们请注意出行安全】【今日周一，郑州三环以内7-21点，尾号为1、6机动车限行，需要乘坐公共交通出行的投友请把握好时间哦】【财政税务两部门转发通知：2022年起年终奖并入综合所得缴个税】【工信部：2019年首批新能源补贴车型公布】【流浪地球登顶近五年中国电影北美票房榜】郑投最新活动【闹元宵享好礼，微信猜灯谜今日开始http://t.cn/EcB6wAP】【新手专享礼，惊喜从“新”开始http://t.cn/EtCWsyl】【邀请好友，奖励在手http://t.cn/EGHEhef】【立即出借，领取满标礼http://t.cn/EGHEheJ】【每日九点半，积分转惊喜http://t.cn/Evmxp2a】【更多回馈活动详见郑投官网http://t.cn/EhB7F4Y】 原图 ,无,无,2019/2/18 8:43,微博 weibo.com,0,0,0
HhbIIrBFc,价值投资日志,男,广东,1261,1436137,价值投资日志:【《流浪地球》IMAX中国票房破3亿，成为IMAX中国历史票房最高影片】由北京文化出品的《流浪地球》上周末三日在全国599家IMAX影院再劲收4200万元，超越《复仇者联盟3：无限战争》，登顶IMAX中国最高票房。同时，该影片在中国IMAX影院累计票房已达到3亿元，成为IMAX在中国首部单片票房过3亿的影片。#流浪地球# ,无,无,2019/2/18 8:41,iPhone X,4,2,0
HhbIG2JAu,鲁克波妞,女,海外,52,55,鲁克波妞:今天终于把新春贺岁档补完了，本来最期待疯狂的外星人，喜欢黄渤和沈腾的演绎，但是荒诞类喜剧实在欣赏不来，对这种邪不压正，ET，喜剧之王，战狼…的致敬也并没有加分。流浪地球作为中国第一部真正意义上的科幻电影还是值得肯定的。但…为啥有种声音和画面是脱离的感觉，全片很没有情景的代入感，尤其是仨年轻演员说话的时候，朵朵哭的时候我感觉自己在听广播剧最惊喜的是飞驰人生，本来我一点都不喜欢看英雄落寞的故事，但是“巴音布鲁克没有海，heroes never die”的处理，真的很加分。结尾我也想问：赢这一次就那么重要吗？真的有梦想是值得用生命去追逐的吗？ 原图 ,无,无,2019/2/18 8:41,iPhone,0,0,9
HhbH29cqi,澎湃新闻,男,上海,558,24223100,澎湃新闻:【媒体刊文谈《流浪地球》：科幻片需要国家综合实力来背书】截至2月15日下午3点，国产科幻电影《流浪地球》票房突破32亿元。从某种角度来看，科幻片一直被认为是展现一国国力的“晴雨表”。导演郭帆认为，科幻片其实是一个有着特别属性的类型片，只有国家够强大，才有可能拍出真正意义上的科幻片。80后制片人、编剧龚格尔把《流浪地球》目前取得成绩的根本原因，归功于国家综合实力和科技水平的进步，以及公民科学素养和科学理解力进一步的提高。“我们为什么要做科幻？”龚格尔用一张网络截图来回答这个问题。截图上，一位小学生用铅笔在拼音田字格本上歪歪扭扭地写道：“《流浪地球》这个电影很精彩，我长大想当一名宇航员。”中国青年报 http://t.cn/EVoSKwe 原图 ,无,无,2019/2/18 8:37,360安全浏览器,246,106,408
HhbBX88JU,美亚柏科互联网知识产权保护,男,福建,450,10746,美亚柏科互联网知识产权保护:【《流浪地球》等电影侵权攻防战：数百变异词，盗版链接最快1秒删 】春节贺岁档电影遭遇了严重的盗版事故，上映第二天，包括《流浪地球》《疯狂的外星人》《飞驰人生》等在内的8部春节档电影同时遭遇盗版，“枪版视频”“高清资源”迅速以盗版电影网站为中心，向各大社交平台扩散。南都记者此前调查发现，猖獗的盗版电影背后有一条完整的而产业链，传播下游好抓但源头难堵。有业内人士揭秘，盗版盗播门槛极低，搭建盗版网站只需要10分钟，通过运营可年入千万，而打击盗版倒播难度极大，往往要付出数以千百倍的资源。闲鱼工作人员工作人员表示，应对侵权盗版行为，仅靠一家平台的力量很难去跟庞大的盗版产业链作斗争。他呼吁各大互联网平台加大投入力度，各平台联手一体化监管治理侵权盗版，积极协助行政执法机关开展平台治理工作，严厉处罚各类盗版侵权行为。《流浪地球》的出品方之一的阿里影业也表示，已经联合多部春节档电影片方，以及优酷电影等阿里生态平台，组成专门打假的“反盗者联盟”。  http://t.cn/EVfagZP ,无,无,2019/2/18 8:24,微博 weibo.com,1,1,0
HhbvZbmd8,嘉兴咖啡爸爸,男,浙江,768,980210,嘉兴咖啡爸爸:#百城过大年##嘉兴身边事#【到底是谁“偷走”了太阳？】《流浪地球》火了，太阳也紧跟潮流，上演了一出《流浪太阳》的戏码。就在昨天！湖州、嘉兴的小伙伴报告出太阳了！这是浙江仓发货了吗？新一轮降水又铺开了，全省阴有小雨部分中雨。今天雨势加强，全省阴有雨，其中浙北和浙西地区部分中雨，局部大雨。明天全省阴有时有小雨。南湖晚报 原图 ,无,无,2019/2/18 8:10,微博 weibo.com,3,8,7
HhbsmAL2S,金财控股-曾志成,男,湖北,72,14,金财控股-曾志成:优秀的企业一定是设计出来的，从《流浪地球》🌍🌍🌍看股权结构，主体公司是郭凡文化传媒有限公司有三位股东，两个自然人和有限合伙企业玖州建圆投资管理中心。有限合伙企业占有51%的股权。股权设计还是税务筹划必要手段之一，企业如何设计，应用落地，一切尽在2月27日《老板财税管控》，新年开场武汉站，欢迎您！电话15527475585 原图 ,无,无,2019/2/18 8:01,小米手机,0,0,0
Hh9ZOx8uG,闲时宝藏,男,其他,220,35,闲时宝藏:想象过死亡吗？到了那个年纪，浑身酸痛，耳聋畏惧死亡吗？我在电影院看流浪地球的时候，我幻想了一下地球还在，我面临死亡的时候…我会感到害怕，因为现在是单身我反过来想，当一个人这一辈子活够了，向死而生，把每一天当最后一天来活，就没有什么好畏惧的了…如果真正幻想过自己面临死亡的时候，那个人是游离的，一定会害怕…别害怕… ,无,无,2019/2/18 4:18,小米MIX2S 全面屏,0,0,4
Hh9FVdaOW,一叶轩贡茶xl,男,其他,50,151,一叶轩贡茶xl:- 游戏『猎天使魔女2』项目做到中途，SEGA宣布取消计划，白金工作室的制作人不忍作品夭折，四处找寻各大厂商求援。最后只有任天堂伸出了援手投资。- 电影『流浪地球』项目做到中途，万达撤资，电影导演和制片人不忍作品夭折，四处找寻各大明星和资方求援。最后只有吴京伸出了援手投资。最后，两部  ,无,无,2019/2/18 3:29,微博 weibo.com,0,0,0
Hh9krm3Dt,幸运婧,女,上海,294,502,幸运婧:#生活正能量打卡# 和老公去看了期待已久的流浪地球，没有失望，加上逛街放风5小时真开心，回家后居然第一次挤爆奶瓶🐄🐄娃在家和爷爷奶奶一起也很乖，确实是个好宝宝，BUT为什么我凌晨两点半还在发微博，因为好宝宝选择这个时候排便🙊🙊，等了5天啊，真是又惊又喜，等下又要在满屋粪香中入睡了💩💩 [组图共4张] 原图 ,无,无,2019/2/18 2:36,iPhone客户端,2,0,2
Hh9j2fAAH,用户6943124817,女,台湾,0,7,用户6943124817:没看过流浪地球，但这几天天天看到屈楚萧的名字。今天看到各种被扒出来的黑历史。直到2小时前，看到了他在李毅吧的发言，才引起了我的关注。毕竟我一个女生，当年我也喜欢看李毅吧的帖子，好笑有趣，里面的屌丝个个都是人才，虽然从没发过贴，但光是签到，我已经是11级的大神了。起源还是因为惹怒了最脑残最恶毒的生物—追星饭圈女孩。我看他的黑历史，还蛮有意思的，这不是一个普通初高中生在网上的日常吗。怎么9102年了，黑木耳成贬义词了。我记得10年前这个词还是个调侃，还有受很多男生喜爱的意思。现在的网络世界真的好可怕，好不宽容。追星女孩说我们对爱豆和演员双标，但爱豆的业务之一就是卖人设啊，他人设崩了，被骂不是活该吗。之前吴秀波翟天临虽是演员，但他们也通过卖人设来营销自己，被骂也是活该。何况这俩人做的事，正常人也干不出来吧，所以被大家骂。但屈楚萧这事儿，少时冲浪的口嗨、小邪恶思想，那个时代的人不是都这样吗，现在也是啊，为什么有那么多人骂他，他们有什么资格？只有在网络世界由始至终都是纯白无暇的人才有资格骂他吧。反正我一个连屈楚萧长什么样子都不知道的人，因为恶毒的追星女孩们的双标和辱骂，转路人粉了。 ,无,无,2019/2/18 2:32,iPhone客户端,1,0,3
Hh9geu2aa,神经质的D,男,上海,440,476,神经质的D:19年的贺岁四天王凑齐了........然而这四部电影在我心里没有排名..........流浪地球虽然刷了很多遍，但事实上我更希望是能给中国科幻片贡献点微不足道的票房，单从感悟上来说，其实并没有什么值得一提的。疯狂的外星人是纯纯的搞笑片，这部片子我很庆幸带我母亲去看了，她笑的非常开心，我看着也非常开心，单从这一点我就对它很感谢。新喜剧之王是让我感到悲伤的电影，我没感觉搞笑，也不觉得这是喜剧，里面充斥着各种违和感，却又显得顺理成章，特别是被猜测如梦已经去世那里，所有的后面都成为一种荒诞，连追梦本身这个行为，也感到荒诞。飞驰人生里面搞笑的地方非常多，但也只是一笑而过，毕竟主剧情如此。沈腾在这部片子里面对那些贺岁片就像在说“我不是想赢，我只是不想输”，有感触，却也不是那么感触，有伤感也不是那么伤感，会了然却也没那么心宽。争取，失败，继续，失败，很多个失败，握住的那一丁点热爱，还有些什么，那就创造些什么，未必感怀。其实这四部都挺好的，外星人适合带家长看，小破球适合和同学看，喜剧王可以公司组队去看，飞驰人生，感到寂寞的人，什么时候都能去看。 ,无,无,2019/2/18 2:25,微博国际版,1,0,0
Hh9fMlNIy,闪电新闻,男,山东,256,212120,闪电新闻:#流浪地球#@FrantGwo郭帆 在接受闪电新闻#闪电舆论场# 采访时说，在150多天的拍摄过程中，积累了很深的感情，有一种家的感觉。他回忆说，有一天从青岛东方影都对面的宾馆出去逛一下，结果过了隧道之后就觉得“心里特别不踏实”，回去之后感觉特别安心，这次回青岛也是如此，感觉特别安心、亲切。 http://t.cn/EVSdIuh ,无,无,2019/2/18 2:24,360安全浏览器,5,0,1
Hh9aP6HVh,长高高的樂小姐,女,广东,273,331,长高高的樂小姐:这个寒假我竟然去电影院看了3场电影，真的有心栽花花不开，无心插柳柳成荫，流浪地球最好看，飞驰人生#飞驰人生[电影]#和几年前的破风差不多题材，神探蒲松龄最差……其实看什么不重要，和家人朋友联络感情才是最珍贵的，我还第一次坐新版的巴士961，第一次…………@-啊Liang嘉骞 @ai子的天空 #就这一刻##宝宝的少女心# http://t.cn/RtkUXHW 显示地图 [组图共2张] 原图 ,无,无,2019/2/18 2:12,荣耀9i 千元潮美旗舰,2,0,0
Hh99wpG02,青衫故人醉佳人,男,陕西,1814,417,青衫故人醉佳人:#性姐微博里的屈楚萧#流浪地球动了谁的奶酪？流浪地球火了以后，眼红的人开始搞小动作，先黑吴京老婆100万票房回家带孩子，再黑吴京2006年那时候还没酒驾刑法，挪车被抓小事上热搜，黑赵金麦台词有问题，重写大会。新浪财经转载黑流浪地球文章，随后删除！现在黑屈楚潇就是想让人对青年演员产生厌恶！请流量明星和大牌成为必然！还有针对导演黑黄晓明！很多大家眼睛雪亮！都心里清楚！ ,无,无,2019/2/18 2:09,OPPO智能手机,0,0,0
Hh9938GYH,是你的小崽崽吗,女,山东,191,374,是你的小崽崽吗:hhh又是深夜更博  最近跟我的小宝贝看了流浪地球  还有经常去逛超市 然后疯狂打游戏  还有各种聊天追剧生活里没有你好像变得没有那么苦了  最近一直在打游戏但是不知道为什么还是很菜  颓废了一个寒假   有的时候还是很难过  但这种难过并不包含你的存在  你看  我真的好像已经放弃你了  关于我们我还是觉得遗憾 但是我想通了  不能再作茧自缚  我一定要开心  一定要跟爱我的人在一起 可是好像没有那么容易呢  其实我想要表达的很多  不知道为什么讲出来的寥寥无几既然如此那就这样吧晚安. [组图共9张] 原图 ,无,无,2019/2/18 2:08,vivo智能手机,15,0,2
Hh982drFR,鹿商,女,其他,940,2329,鹿商:今天份的胡言乱语小故事：牛顿说一加一等于二证实了哥德巴赫猜想所以吴刚挥刀砍倒了华盛顿的樱桃树，嫦娥因此飞向月球拦下了宇宙里标号为PG13890的小行星，人民群众迫于无奈，开始执行流浪地球计划。道路千万条，安全第一条，行车不规范，亲人两行泪。地球为了自救把木星给点燃了。木星表示严重抗议，千辛万苦把你拉过来，不能让你飘走还不能让你靠近，一靠近就解体，这么脆弱的小星球简直连用行星带抱一下都不行，不知道怎么在宇宙里生存下来的。地球没理木星，地球在忙着点燃木星。距离地球被木星引力拉过来、和月球分离已经很多很多年了，地球不知道此时此刻的月球在哪个角落。以前有地球就有月球的时候地球不爱搭理月球，嫌他麻烦，后来月球被装上发动机扔了，地球又觉得好像还是有个月球比较好。地球表示完全不能用星球的语言和木星讲道理。地球已经和木星重复并强调了大概有一万八千次“你得到了我的球也不会得到我的心”。木星不听。木星每天试图变化大气层上面的花纹，为了给地球比个更好看的心。结果地球实际上每天想的是再见到月球第一句话要说什么。真是个凄美的爱情故事。 ,无,无,2019/2/18 2:05,Android,1,0,0
Hh93BpMOO,冷玥昔_789,女,北京,490,127,冷玥昔_789:在看完《流浪地球》之后，今天又重温了《星际穿越》，对比了一下，后者远没有那么神乎其神，虽然我当年去电影院看时也是及其震撼。科幻电影是需要逻辑的，只是这个逻辑是在编剧自己构建的框架里，构建的体系是否能自圆其说特别影响观感:《星际穿越》Cooper给女儿传送数据后回来124岁，离开时约40岁，女儿解出方程式约40岁，那么剩下的44年人类就从粮食都没有得吃发展到住进空间站了?这发展也太迅速了 ,无,无,2019/2/18 1:54,小米Note 3 拍人更美,0,0,0
Hh8Yu2d01,鑓尧琴,女,广东,56,34,鑓尧琴:http://t.cn/RHHZWOy，#电影流浪地球# 我正在为《流浪地球》打榜！ 好电影需要用行动来支持，你也来为喜欢的电影加油吧！查看#微博电影榜#全部内容，快戳→_→ http://t.cn/RMqGTzd看完了，很震撼。可能我比较感性，剧情部分我挺感动的。没看之前周围评价不一，但是我觉得他有激起我内心的正能量，挺成功的。 ,无,无,2019/2/18 1:42,小米8青春版 潮流旗舰,2,0,0
Hh8Xmk7kD,我说我评o,男,湖北,3964,580370,"我说我评o:屈楚萧说错什么 了？这年头，怎么不喜欢同性恋，不喜欢女权，喜欢大胸，说大鸡爪就是道德污点了呢，每个人都有自己的想法啊，再说了，试问谁不喜欢大胸啊《流浪地球》突破30亿 屈楚萧：我只是幸运""躺赢""  随后屈楚萧豆瓣号被扒：自称戏子 对同性恋感到恶心  有人扒出来有人之前给屈楚萧留言说你是我的大爱豆，他回复别骂人，你才爱豆呢！有鹅说屈楚萧这是不是看不起爱豆 #屈楚萧# [组图共3张] 原图 ",无,无,2019/2/18 1:39,囧头条超话,27,20,21
Hh8Vd4eLF,凹晶,女,北京,391,1136,凹晶:猪年第一个周末。昨天孩姑姑一家人来吃饭，我终于做了第二道菜，可乐鸡翅，获得一致好评，入锅煎这个动作是孩爸做的。下午娃睡我也睡，醒来后六点。带娃的生活就是这么无聊。今天一早起来觉得必须呼吸点新鲜空气，带全家五口去看流浪地球imax。娃看完先问我为什么都开卡车？我就答不出。对电影只有我一人好评，还连带跟娃爸就价值观问题大吵一架。下午跟娃一起睡觉，醒的比较早，三个人抓紧时间去A3散了个夕阳步。空气十分好，几乎有香气。回来路上遇见尼蒙一家。晚上吃过妈炒的面，去看有意要租的房子，失望而归。娃倒是和对方小哥哥玩的很好。这就是儿童的妙处。大半夜上大号，突然深深觉得中日友好医院的去痔疮手术做的真是妙手回春。吃水不忘挖井人，十个拜，感谢！ ,无,无,2019/2/18 1:33,iPhone客户端,0,0,2
Hh8UZ9vLB,V-firson,男,河北,212,400,V-firson:#流浪地球[超话]# 看了大家的朋友圈，原来有这么多人是自己去的电影院，好吧那我也坦白，我也是一个人！       看电影眼眶湿润了两次，一次是看到地面上那么多发动机，燃烧的虽然是石头，但地表的已经被折腾的不成样子了。       第二次是，在木星把大气层吸走的时候，我又刷的一下子，没忍住……今下午我悠闲的坐着班车去的电影院，刚好后排靠窗有座，耳机里放着吴青峰“无与伦比的美丽”天上的风筝天上的飞，地上的人儿地上追…………感受着大雪过后那么蓝的天。那么蓝的天全靠大气层对阳光的折射和散射。        还有一个比较意外的点，户口和队长在电梯上边选择救姥爷还是火石，当时作为男主的户口毫不犹豫的选择救姥爷。哇这真的是突破！要知道中国电影宣扬先人权，再集体利益是多么的可贵……         说实话我真真的感觉到我们整体在进步，都能注重到个人情感。过年回家，大家都能开始注意他人的情绪，不再为了整个大家庭的面子牺牲小成员的要求，大人也都尊重孩子的想法。工作圈子里也有好多高情商，真的是会顾及到所有人的心情，面子，和他们相处太舒服了。扯的真远，祝大家猪事顺利 ,无,无,2019/2/18 1:33,流浪地球超话,4,0,2
Hh8yq1SHb,八月甜品,女,山东,460,238,八月甜品:人类，这一诞生于太阳系的渺小族群，踏上了2500年的流浪之旅” 无论最终结果将人类历史导向何处，我们决定，选择希望！今天有幸参与了流浪地球剧组青岛见面会并有幸制作了流浪地球星球蛋糕光年之外的等候 致敬流浪地球剧组致敬流浪地球导演和众演员再次祝贺流浪地球大卖@FrantGwo郭帆@Mike隋 @吳京 @吴孟达今天的蛋糕喜欢吗🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 [组图共6张] 原图 ,无,无,2019/2/18 0:37,iPhone X,0,0,0
Hh8xVxzvz,书香017,女,四川,47,25,书香017:#流浪地球#从不同角度有不同答案，综合来看，我认为流浪地球值得这样的赞誉。       首先，一部是中国首部正式科幻片，一部是社会题材关于癌药的，就题材，中国科幻出现很少，所以更能吸引人们的眼球。科幻受众群体本身就广，受到更多关注很正常。        其次，就其社会意义；         1.药神反映社会医疗现象，引起了社会的广泛关注，造成的社会舆论对推动医疗改革具有重要作用，也引起群众对于国家社会问题的一定关注，调动他们参与社会问题解决的积极性，唤起他们对社会的责任心。         2.关于流浪地球，中国第一部正式的科幻片，2019年也被称为中国科幻电影元年。中国科幻终于搬上了荧幕，中国的科幻书籍也得到更多人关注认可，（看到网上很多人都开始了解大刘的书，我这个科幻迷总有种媳妇熬成婆的感觉。我想这也是对他的认可吧）也能够促进文化界科幻短板的补齐（算是起了个头，大刘独挑架子也是不行的）。          并且其中70多％特效是中国自己做的，并且很多做得比国外还要好，这也是中国电影制作技术的进步，我相信我们有一天能够摆脱国外高昂的特效依赖，能把资金用在更好的地方。          我认为科幻是最能唤起人们想象力的题材，唤起我们对宇宙，对人类的思考，想象，对一切充满好奇，这感觉是美妙的，（谁又能想到带着地球一起流浪呢）（你是选择希望还是火种）当然它也能科普知识。导演也做了大胆的尝试，拍了大家不敢拍的（政治，社会因素，电影现状），也能激励大家能拍出更好的电影，克服种种障碍。（我想起了大象席地而坐，可叹）。        3.电影中还包含了中国思想，中国哲学，宣传中国文化，增强我们的文化认同（个人看法：说实话，我对个人英雄主义不大感冒，相对来说，老刘的中国思想更契合我们），唤起我们深藏的文化基因，也让更多的（国外）人了解中国文化，减少偏见，更多理解，大家一起和谐嘛。所以我认为流浪地球更具有历史性意义，更具有话题性。         最后，关于内容，制作。我不是专业，没资格评价，但我主观认为流浪地球更合心❤意。（删减了的部分真的令人可惜啊）。          流浪地球是一部瑕不掩瑜的好电影，值得赞誉。           流浪地球加油！中国科幻加油！  ……（尽力了，打字好累）           http://t.cn/EVw8eXV ,无,无,2019/2/18 0:36,vivo智能手机,0,0,0
Hh8xIgnVr,高淳交警,女,江苏,809,12501,高淳交警:【#能不能超过吴京就看吴京的了#！】刚刚，《流浪地球》跃居影史票房第二！前方仅剩《战狼2》！根据猫眼票房专业版，2月17日13:00，上映13天的国产科幻电影《流浪地球》票房达到36.58亿元，成功追赶上《红海行动》，成为中国电影票房总榜第二名。目前排在《流浪地球》前面的电影仅剩下吴京主演的《战狼2》，其票房高达56.83亿元，作为《流浪地球》的主演之一、幕后投资人，吴京“包揽”了中国影史上最高票房作品的冠亚军。#流浪地球票房超过红海行动##流浪地球中国影史票房第二# （北京日报） [组图共4张] 原图 ,无,无,2019/2/18 0:36,HUAWEI Mate 9,9,0,0
Hh8vBFcpH,枕轻,女,北京,519,1215,枕轻:Day one1⃣️楚河汉街（这个灯是武汉特色吗）2⃣️大梨落手环（还有超多周边）3⃣️流浪地球（剧情果然很套路面无表情😑）4⃣️一芳奶茶（不要糖真的寡淡如水以及和vvvvvip老客户韩哥@大梨落 的海底捞）5⃣️合照（dbq站前面的人显脸大以及女孩子当然要把脸画小一点啊且不会画眼睛）Day two6⃣️鹿角巷奶茶（颜值👌半糖也不甜）2⃣️飞驰人生（大过年的还是喜欢看喜剧 韩导这几年拍的越来越有意思了）7⃣️顶顶糕（似乎算特产）8⃣️湖北省博物馆（主要为了实现2017年度愿望: 编钟和越王勾践剑）9⃣️烫饭（第一次吃，不知道哪里的特色）和@梨梨梨梨梨小颜儿 从湖南约到湖北，迫不及待期待国庆。北京见。 [组图共9张] 原图 ,无,无,2019/2/18 0:30,iPhone客户端,8,1,6
Hh8smrhI1,Ja-Cetacean,女,广东,32,64,Ja-Cetacean:#爆发内心的power# Day18和爸爸妈妈聊起小小小时候的事情，得知很多以前不知道的事情。哥哥11个月就会跑了，我18个月才会。为了给我治疗血管瘤，被迫把哥哥丢给老家的老人们照顾一年，结果哥哥在奶奶家受尽委屈，生病住院。被接回来之后的哥哥意识到自己以为很可爱的妹妹原来是一个霸道鬼，这一霸道就霸道了这么多年真是抱歉。Day19等成绩等了一天，傍晚终于姗姗来迟。自己的临时抱佛脚还算有效，但是自己知道“如果够努力，一定会有更好的成绩”，大学时常常是这样，一点儿也不像≤18岁的我。有点儿想念那个乖乖的自己，心里踏实。Day20明天就要回学校了，背回家的书还是像往年一样没有看完，但是明显感觉这个寒假自己的智商情商比往年在线，收获众多类似“长成一个大姑娘了”这样的夸奖，心里美滋滋，感觉自己内心的力量真的有在不断生长。寒假即将结束，也要正式踏上新的征程了，已经比上班族多休息了好几天。想想以后就不会有这么舒坦的假期了真是舍不得，但人终归要阶梯式长大，对吧？Day21在火车上看书看公众号文章，看到流浪地球的制作过程不禁泪目，祖国的强大离不开每一个有良心的中国人，够中国，够酷～太棒了！ ,无,无,2019/2/18 0:22,华为Ascend Mate7,1,0,0
Hh8scEFO9,乱七八糟记录不要看,男,其他,122,17,乱七八糟记录不要看:这个周末都是小哥哥的星期五去看了流浪地球电影 星期六跟小哥哥去店里定损车下午没啥事就南联学校附近当散步到处走然后晚上我去聚餐和打麻将小哥哥去打球 星期日去小哥哥店里跟店里的小狗狗玩 然后下午跟他的朋友去宝能喝东西咯晚上又去看他们打球了 然后我就去找达智哥哥的奈奈玩咯 没吃晚饭然后跟小哥哥的球友们吃了胡椒汤米粉周末结束咯  周末开心都是和小哥哥过的 感觉越来越喜欢赖着他了 P1的爱心是他指挥我拍的 超甜 [组图共6张] 原图 ,无,无,2019/2/18 0:22,iPhone客户端,0,0,0
Hh8oynrzZ,小王子养的花,女,湖北,132,238,小王子养的花:看了一直在刷屏的《流浪地球》 嗯 想说的是 它真的是一部很有诚意的作品了 所有台前幕后的工作人员 为了完成这部电影作出的努力 可以想象得到 就已经让人很感动了 可以说是中国科幻电影的里程碑吧 很棒！其他关于电影的一些不足的地方在这些面前 可以被忽略了 希望中国电影工作者可以做出更多有想法有创新有诚意的作品！慢慢来 只要有希望…生命的意义是什么呢 或许真的只是和一些人的一些故事吧！ [组图共4张] 原图 ,无,无,2019/2/18 0:13,iPhone客户端,0,0,0
Hh8nMsHBj,wowobabyy,女,广东,564,3200,wowobabyy:致敬我這個精彩的週末✨1⃣️傳說中廣州排名第1的尚蓮.越泰環境很好 可以鳥瞰整個珠江新城🍷🌃2⃣️金牌外婆家 比傳統外婆家多了份精緻點的菜都踩雷 發誓不會去第二次😢3⃣️廣州北京菜第1的花悅庭 果木烤鴨get環境很好適合聚餐 烤鴨還是沒北京的好吃4⃣️我真的想吹爆野獸派所有出品的顏值最近入野獸派的東西已經失去理智5⃣️終於看了流浪地球 還是要懷揣希望淚腺發達的我把妝哭花了 賠我粉底液錢開心地浪了一個週末 要更努力的工作呀[加油] [组图共9张] 原图 ,无,无,2019/2/18 0:11,窝窝猪🐷iPhone XS Max,2,0,1
Hh8nbchGL,忘川觅渡,女,其他,31,2836,忘川觅渡:我忘川觅渡回来了！因为没有什么比快乐更重要！        今天，我锁许愿楼的时候，失手错删了它，甚至没来得及留下一张截图作为念想。我难过，我懊悔，我遗憾。但是，既然当初它的存在有着它存在的理由，那么它的消失也不是偶然而是必然。这一切的一切，就让它归结于命运的安排。        那座许愿楼，到最后已经有了快180万的阅读量。如果说空间站在《流浪地球》中起着灯塔的作用，那这座许愿楼或许也曾在大家的心中铺下了通往希望的道路。尽管最终空间站不幸被毁，但地球却有幸存活了下来。同样的，即便这座许愿楼不复存在，希望却依旧存在于我们每个人的心中。        我想，长久以来，那个帖子存在的意义已经远远大于一开始我发它的初衷。未来，我将依然与大家同在。那座楼里所有热切的祈盼，我都将当做美好的回忆，永远珍藏。        从剧cp到真人cp，一开始小心翼翼求证的心态，十分可笑。但我慢慢地相信了那份爱情，找到了它的轨迹，更融入了北奥的大家庭。我从一开始的小透明，慢慢变得让大家熟悉，我学会了剪辑视频、P图等各种技能，更收获了满满的友谊。        预言？爱情何须预言？随着时间的流逝，正月也将过去，而这所谓的预言，也不再有存在的理由。所以今天，我删了这座许愿楼。放他俩、放大家、更放我自己。如果在这里不快乐，那就是背离初衷的。        虚拟世界里，并不完全是0和1，这里太复杂。希望我们都不要负累太多，坚持自我，成为我们各自想成为的人。        我忘川觅渡，并不是什么厉害的人，不是大家口中谬赞的“小锦鲤”“数据库”“文曲星”“言灵”“大神”“预言帝”“粉头”。      我爱他俩。这份“爱”是属于我自己的定义，不需要任何人的肯定或批判。我珍惜所有喜欢我的朋友们，这份“珍惜”也一直被我珍藏在心。      如果我在这个虚拟世界的存在，可以带给大家快乐，那何乐而不为？我就是我，忘川觅渡，一个单纯的粉丝而已。我应该珍惜这个平台，快快乐乐地和大家进行交流！这才是初衷。        我们应该为了自己，为了爱我们和我们爱的人，快快乐乐地活着！做自己生命的主宰！                                                           忘川觅渡                                                       2019.02.18 ,无,无,2019/2/18 0:10,HUAWEI P20 Pro,234,2,295
Hh8mKjWuT,饺子馅多点儿,女,其他,155,391,饺子馅多点儿:今天自己又去刷了一遍《流浪地球》这会儿突然想起那句：“贝加尔湖的冰会化成水的，总有一天，我们的孩子，还有孩子的孩子可以在上面钓鲑鱼。”《点亮木星》看电影的时候也想起那对在捷里求婚的情侣，他说：你是来自大西洋的暖流，遇见你，让我变成摩尔曼斯克不冻港，所以我要在这陆地的尽头向你求婚。献给#电影流浪地球# @电影流浪地球 ,无,无,2019/2/18 0:09,iPhone客户端,1,0,0
Hh8mF2cE7,daqi_25,女,天津,337,721,daqi_25:看过电影《流浪地球》，我的评分：★★★☆☆ 说这部电影如何如何好的观影人们，你们到底看懂了没有…真的不知道这部电影火的点在哪！bug这么多，各种让人出戏，作为设计工作者的我，必须诚恳的说音乐大赞，视觉设计可以，鼓励的话又不能少，这确实是算是中国首部“宇…(来自 @豆瓣App) http://t.cn/EVSC1sk 原图 ,无,无,2019/2/18 0:08,iPhone客户端,0,0,0
Hh8m50QOX,漫步云端99414,男,其他,85,1,漫步云端99414:母亲年愈六十，头发花白，我以为，她坐公交或者地铁，是会有人给她让座的，可事实证明，并非如此。今天我们地铁上站了40分钟左右，她已经站得很疲乏，整个过程，真没有一个人给他让座，后面三个年轻男人，全都在打游戏，无人注意到或者假装未注意到这里有个老年人…我想起曾经的我也并不是每一次都会给老人让座的，尤其是车程超过半小时的时候，我也想一直坐着，总想着让别人来当那个好人，我还是当脸皮厚的大多数。今日之事后，我下定决心，以后一定要给老年人让座，因为这些老人也是别人的爸爸妈妈爷爷奶奶，我只希望，以后我母亲乘坐公交或地铁时，也能有别的年轻人给她让座！#流浪地球# ,无,无,2019/2/18 0:07,疾速双摄 魅蓝 Note6,0,0,0
